Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Level Error,Creation Mode,Status,Valid
"AggregatedDataByWaterBody","resultMaximumValue","08a3_limit_resultMaximumValue_acceptable","Value limit test - resultMaximumValue - acceptable limits","Tests that the resultMaximumValue follows acceptable limits for the respective observed property determinands.","The reported resultMaximumValue is outside the acceptable limits ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') <>'Z'
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultmaximumvalue"" IS NOT NULL
AND rep.""resultmaximumvalue""<>'' 
  AND (
    ( 
      refer.""limitminqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","BLOCKER","false","true","true"
"AggregatedDataByWaterBody","resultMaximumValue","08b3_limit_resultMaximumValue_expected","Value limit test - resultMaximumValue - expected range","Tests that the resultMaximumValue is within the commonly expected range for the respective observed property determinands.","The reported resultMaximumValue is outside the the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') NOT IN ('Z','A')
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultmaximumvalue"" IS NOT NULL 
AND rep.""resultmaximumvalue"" <>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16))< CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16))) 
      )
    )
  )","FIELD","WARNING","false","true","true"
"AggregatedDataByWaterBody","resultMaximumValue","08c3_limit_resultMaximumValue_confirmed","Value limit test - resultMaximumValue - confirmed outlier","Detects records with confirmed resultMaximumValue outside the commonly expected range for the respective observed property determinands.","The reported resultMaximumValue is a confirmed outlier outside the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE rep.""resultobservationstatus""='A'
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultmaximumvalue"" IS NOT NULL 
  AND rep.""resultmaximumvalue""<>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","INFO","false","true","true"
"AggregatedDataByWaterBody","procedureAnalysedMatrix","06b_coherence_procedureAnalysedMatrix","Coherence test - procedureAnalysedMatrix","Tests that table contains only Water data.","Biota and Sediment data can not be reported in this table.","SELECT record_id
FROM dataset_74231.""aggregateddatabywaterbody"" 
WHERE LEFT(""procedureanalysedmatrix"", 1) <> 'W'","FIELD","BLOCKER","false","true","true"
"AggregatedDataByWaterBody","parameterWaterBodyCategory","06c_coherence_parameterWaterBodyCategory","Coherence test - parameterWaterBodyCategory","Tests that the data is reported only from groundwater bodies (parameterWaterBodyCategory = 'GW')","Only groundwater data can be reported in this table.","SELECT record_id
FROM dataset_74231.""aggregateddatabywaterbody""
WHERE COALESCE(""resultobservationstatus"",'') <>'Z'
AND ""parameterwaterbodycategory"" <>'GW'","FIELD","BLOCKER","false","true","true"
"AggregatedDataByWaterBody","resultStandardDeviationValue","07c_constraints_resultStandardDeviationValue","Value constraints test - resultStandardDeviationValue","Tests that values match the constraints specified in dataset definitions: resultStandardDeviationValue >= 0","The value fails the rule: resultStandardDeviationValue >= 0","SELECT record_id
FROM dataset_74231.""aggregateddatabywaterbody""
WHERE COALESCE(""resultobservationstatus"",'') <>'Z'
  AND ISNUMERIC(""resultstandarddeviationvalue"")
  AND CAST(""resultstandarddeviationvalue"" AS NUMERIC(32,16)) < 0","FIELD","BLOCKER","false","true","true"
"AggregatedDataByWaterBody","phenomenonTimeReferenceYear","07e_constraints_phenomenonTimeReferenceYear","Value constraints test - phenomenonTimeReferenceYear","Tests that phenomenonTimeReferenceYear value is within the expected range.","The phenomenonTimeReferenceYear is outside the expected range.","WITH 
refYear as (
  SELECT n.""metadatavalueinteger"" as yearMin 
    , x.""metadatavalueinteger"" as yearMax 
  FROM dataset_74232.""dataflowmetadata"" as n 
  CROSS JOIN dataset_74232.""dataflowmetadata"" as x 
  WHERE n.""metadatacode"" = 'referenceYearMin' 
  AND x.""metadatacode"" = 'referenceYearMax' 
) 

SELECT record_id 
FROM dataset_74231.""aggregateddatabywaterbody"" as d 
CROSS JOIN refYear 
WHERE d.""phenomenontimereferenceyear"" < refYear.yearMin 
  OR d.""phenomenontimereferenceyear""> refYear.yearMax","FIELD","WARNING","false","true","true"
"AggregatedDataByWaterBody","resultMinimumValue","08a1_limit_resultMinimumValue_acceptable","Value limit test - resultMinimumValue - acceptable limits","Tests that the resultMinimumValue follows acceptable limits for the respective observed property determinands.","The reported resultMinimumValue is outside the acceptable limits ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') <>'Z'
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultminimumvalue"" IS NOT NULL 
AND rep.""resultminimumvalue"" <>''
  AND (
    ( 
      refer.""limitminqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16))) 
      )
    )
  )","FIELD","BLOCKER","false","true","true"
"AggregatedDataByWaterBody","resultMinimumValue","08b1_limit_resultMinimumValue_expected","Value limit test - resultMinimumValue - expected range","Tests that the resultMinimumValue is within the commonly expected range for the respective observed property determinands.","The reported resultMinimumValue is outside the the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') NOT IN ('Z','A')
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultminimumvalue"" IS NOT NULL 
AND rep.""resultminimumvalue"" <>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","WARNING","false","true","true"
"AggregatedDataByWaterBody","resultMinimumValue","08c1_limit_resultMinimumValue_confirmed","Value limit test - resultMinimumValue - confirmed outlier","Detects records with confirmed resultMinimumValue outside the commonly expected range for the respective observed property determinands.","The reported resultMinimumValue is a confirmed outlier outside the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE rep.""resultobservationstatus""='A'
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultminimumvalue"" IS NOT NULL 
AND rep.""resultminimumvalue""<>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","INFO","false","true","true"
"AggregatedDataByWaterBody","resultMedianValue","08a4_limit_resultMedianValue_acceptable","Value limit test - resultMedianValue - acceptable limits","Tests that the resultMedianValue follows acceptable limits for the respective observed property determinands.","The reported resultMedianValue is outside the acceptable limits ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') <>'Z'
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultmedianvalue"" IS NOT NULL 
  AND rep.""resultmedianvalue""  <> ''
  AND (
    ( 
      refer.""limitminqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16))< CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","BLOCKER","false","true","true"
"AggregatedDataByWaterBody","resultMedianValue","08b4_limit_resultMedianValue_expected","Value limit test - resultMedianValue - expected range","Tests that the resultMedianValue is within the commonly expected range for the respective observed property determinands.","The reported resultMedianValue is outside the the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') NOT IN ('Z','A')
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultmedianvalue"" IS NOT NULL 
AND rep.""resultmedianvalue"" <> ''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16))< CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","WARNING","false","true","true"
"AggregatedDataByWaterBody","resultMedianValue","08c4_limit_resultMedianValue_confirmed","Value limit test - resultMedianValue - confirmed outlier","Detects records with confirmed resultMedianValue outside the commonly expected range for the respective observed property determinands.","The reported resultMedianValue is a confirmed outlier outside the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddatabywaterbody"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE rep.""resultobservationstatus""='A'
  AND refer.""tablename"" = 'AggregatedDataByWaterBody'
  AND rep.""resultmedianvalue"" IS NOT NULL 
AND rep.""resultmedianvalue""  <> ''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16))< CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmedianvalue"" AS NUMERIC(32,16))>= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","INFO","false","true","true"
"DisaggregatedData","","01e_mandatory_results_missing_justified","Mandatory value tests - missing result values justified","Detects records with missing mandatory result values which are justified by the appropriate flag in the resultObservationStatus field.","Justification has been provided for some missing values.","SELECT record_id
FROM dataset_74231.""disaggregateddata""
WHERE (
    ""resultuom"" IS NULL
    OR ""resultuom"" =''
    OR ""resultobservedvalue"" is NULL
    OR ""resultobservedvalue"" =''
    OR ""resultqualityobservedvaluebelowloq"" IS NULL
    OR ""resultqualityobservedvaluebelowloq"" =''
    OR ""procedureloqvalue"" IS NULL
    OR ""procedureloqvalue"" =''
  )
  AND ""resultobservationstatus"" IN ('L','M','N','O','Z') ","RECORD","INFO","false","true","true"
"DisaggregatedData","","02c2_conflict_non-biota","Conflicting values test - Biota specific values in non-Biota records","Tests that the Biota specific values (parameterSpecies, resultMoisture, resultFat, resultExtractableLipid, resultLipid) are reported only in Biota records.","Some of the Biota specific values are reported for non-Biota record.","SELECT record_id
FROM dataset_74231.""disaggregateddata""
WHERE ""resultobservationstatus"" NOT IN ('Z')
  AND (
    (""parameterspecies"" IS NOT NULL AND ""parameterspecies""<>'')
    OR (""resultmoisture"" IS NOT NULL AND ""resultmoisture"" <>'')
    OR (""resultfat"" IS NOT NULL AND""resultfat"" <>'')
    OR (""resultextractablelipid"" IS NOT NULL AND""resultextractablelipid""<>'')
    OR (""resultlipid"" IS NOT NULL AND ""resultlipid"" <>'')
    
    
    
  )
  AND LEFT(""procedureanalysedmatrix"",1) <> 'B'","RECORD","BLOCKER","false","true","true"
"DisaggregatedData","","03a_uniqueness_water","Record uniqueness test - Water","Tests the uniqueness of the Water records. The following combination of values must be unique with no duplicate records existing: monitoringSiteIdentifier, monitoringSiteIdentifierScheme, observedPropertyDeterminandCode, procedureAnalysedMatrix, sampleIdentifier, phenomenonTimeSamplingDate.","The Water record is not unique.","WITH 
a AS (
  SELECT *
    ,ROW_NUMBER() OVER ( 
      PARTITION BY ""monitoringsiteidentifier"", ""monitoringsiteidentifierscheme"", ""parameterwaterbodycategory"", ""observedpropertydeterminandcode"", ""procedureanalysedmatrix"", ""phenomenontimesamplingdate"", ""sampleidentifier""
      ORDER BY ""monitoringsiteidentifier"", ""monitoringsiteidentifierscheme"", ""parameterwaterbodycategory"", ""observedpropertydeterminandcode"", ""procedureanalysedmatrix"", ""phenomenontimesamplingdate"", ""sampleidentifier""
    ) AS r
  FROM dataset_74231.""disaggregateddata""
  WHERE LEFT(""procedureanalysedmatrix"",1) = 'W'
)

, b AS (
  SELECT ""monitoringsiteidentifier"", ""monitoringsiteidentifierscheme"", ""parameterwaterbodycategory"", ""observedpropertydeterminandcode"", ""procedureanalysedmatrix"", ""phenomenontimesamplingdate"", ""sampleidentifier"" 
  FROM a 
  WHERE r <> 1
)

SELECT d.record_id
FROM dataset_74231.""disaggregateddata"" as d
INNER JOIN b
  ON d.""monitoringsiteidentifier"" = b.""monitoringsiteidentifier""
  AND d.""monitoringsiteidentifierscheme"" = b.""monitoringsiteidentifierscheme""
  AND d.""parameterwaterbodycategory"" = b.""parameterwaterbodycategory""
  AND d.""observedpropertydeterminandcode"" = b.""observedpropertydeterminandcode""
  AND d.""procedureanalysedmatrix"" = b.""procedureanalysedmatrix""
  AND d.""phenomenontimesamplingdate"" = b.""phenomenontimesamplingdate""
  AND d.""sampleidentifier""  = b.""sampleidentifier""","RECORD","BLOCKER","false","true","true"
"DisaggregatedData","","03b_uniqueness_biota","Record uniqueness test - Biota","Tests the uniqueness of the Biota records. The following combination of values must be unique with no duplicate records existing: monitoringSiteIdentifier, monitoringSiteIdentifierScheme, observedPropertyDeterminandCode, procedureAnalysedMatrix, sampleIdentifier, phenomenonTimeSamplingDate, parameterSpecies.","The Biota record is not unique.","WITH 
a AS (
  SELECT *
    ,ROW_NUMBER() OVER ( 
      PARTITION BY ""monitoringsiteidentifier"", ""monitoringsiteidentifierscheme"", ""parameterwaterbodycategory"", ""observedpropertydeterminandcode"", ""procedureanalysedmatrix"", ""phenomenontimesamplingdate"", ""sampleidentifier"", ""parameterspecies""
      ORDER BY ""monitoringsiteidentifier"", ""monitoringsiteidentifierscheme"", ""parameterwaterbodycategory"", ""observedpropertydeterminandcode"", ""procedureanalysedmatrix"", ""phenomenontimesamplingdate"", ""sampleidentifier"", ""parameterspecies""
    ) AS r
  FROM dataset_74231.""disaggregateddata""
  WHERE LEFT(""procedureanalysedmatrix"",1) = 'B'
)

, b AS (
  SELECT ""monitoringsiteidentifier"", ""monitoringsiteidentifierscheme"", ""parameterwaterbodycategory"", ""observedpropertydeterminandcode"", ""procedureanalysedmatrix"", ""phenomenontimesamplingdate"", ""sampleidentifier"", ""parameterspecies""
  FROM a 
  WHERE r <> 1
)

SELECT d.record_id
FROM dataset_74231.""disaggregateddata"" as d
INNER JOIN b
  ON d.""monitoringsiteidentifier"" = b.""monitoringsiteidentifier""
  AND d.""monitoringsiteidentifierscheme"" = b.""monitoringsiteidentifierscheme""
  AND d.""parameterwaterbodycategory"" = b.""parameterwaterbodycategory""
  AND d.""observedpropertydeterminandcode"" = b.""observedpropertydeterminandcode""
  AND d.""procedureanalysedmatrix"" = b.""procedureanalysedmatrix""
  AND d.""phenomenontimesamplingdate"" = b.""phenomenontimesamplingdate""
  AND d.""sampleidentifier""  = b.""sampleidentifier""
  AND d.""parameterspecies"" = b.""parameterspecies""","RECORD","BLOCKER","false","true","true"
